"id","DTXSID","CAS","chemName"
10591,"DTXSID90105659","97953-26-9","1,4-Benzenedicarboxylic acid, polymer with hexahydro-2H-azepin-2-one and 2-methyloxirane polymer with oxirane bis(2-aminopropyl) ether"
10592,"DTXSID90883107","2536-05-2","2,2'-Methylenedi(phenyl isocyanate)"
10593,"DTXSID90894359","169314-88-9","Aluminum magnesium zinc carbonate hydroxide"
10594,"DTXSID901010186","59372-10-0","2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate"
10595,"DTXSID8027878","25584-83-2","Hydroxypropyl acrylate"
10596,"DTXSID301014128","72207-77-3","Iron, complexes with diazotized 4-nitrobenzenamine, diazotized sodium 3-aminobenzenesulfonate (1:1) and diazotized sodium 5-amino-2-(phenylamino)benzenesulfonate (1:1) coupled with 4-[2-(2-hydroxy-3,5-dinitrophenyl)diazenyl]-1,3-benzenediol"
10597,"DTXSID701013996","192268-64-7","1,6-Hexanediamine, N1,N6-bis(2,2,6,6-tetramethyl-4-piperidinyl)-, polymer with 2,4,6-trichloro-1,3,5-triazine, reaction products with, N-butyl-1-butanamine and N-butyl-2,2,6,6-tetramethyl-4-piperidinamine"
10598,"DTXSID50891162","26570-48-9","Poly(oxy-1,2-ethanediyl), alpha-(1-oxo-2-propenyl)-omega-((1-oxo-2-propenyl)oxy)-"
10599,"DTXSID401009875","54686-97-4","D-Glucitol, bis-O-[(4-methylphenyl)methylene]-"
10600,"DTXSID9065867","15206-55-0","Benzeneacetic acid, .alpha.-oxo-, methyl ester"
10601,"DTXSID00987483","68037-46-7","Sodium 1-(methoxycarbonyl)ethen-1-ide"
10602,"DTXSID30168541","16828-12-9","Aluminum sulfate tetradecahydrate"
10603,"DTXSID9094743","35483-96-6","2-Propenoic acid, polymer with butyl 2-propenoate, ethenylbenzene and 2-methyl-2-propenamide"
10604,"DTXSID901013447","38702-18-0","1,4-Benzenedicarboxylic acid, polymer with 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 2,2-dimethyl-1,3-propanediol and hexanedioic acid"
10605,"DTXSID70949437","26590-78-3","Benzene-1,4-dicarboxylic acid--2,2-dimethylpropane-1,3-diol (1/1)"
10606,"DTXSID8068963","54553-90-1","Pyromellitic acid 2-phenyl-2-imidazoline salt (1:1)"
10607,"DTXSID4052059","3846-71-7","2-(2'-Hydroxy-3',5'-di-tert-butylphenyl)benzotriazole"
10608,"DTXSID1098414","68440-66-4","Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polypropylene glycol mono-Bu ether"
10609,"DTXSID001011549","63415-74-7","Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-butyl-.omega.-(2-propen-1-yloxy)-"
10610,"DTXSID00104976","75864-23-2","Iron manganese oxide ((Fe,Mn)2O3)"
10611,"DTXSID1029049","77098-07-8","Tetrabromophthalic acid mixed esters with diethylene glycol and propylene glycol"
10612,"DTXSID9041231","15875-13-5","N,N',N''-Tris(3-dimethylaminopropyl)hexahydro-S-triazine"
10613,"DTXSID20888807","102687-65-0","1-Propene, 1-chloro-3,3,3-trifluoro-, (1E)-"
10614,"DTXSID9043801","463-79-6","Carbonic acid"
10615,"DTXSID3026564","94-28-0","Triethylene glycol bis(2-ethylhexanoate)"
10616,"DTXSID601011880","69029-43-2","Poly(oxy-1,2-ethanediyl), .alpha.-tridecyl-.omega.-hydroxy-, phosphate, ammonium salt"
10617,"DTXSID9097171","68152-95-4","Linseed oil, polymer with pentaerythritol, phthalic anhydride and polymd. linseed oil"
10618,"DTXSID601017919","1040243-48-8","Monoglycerides"
10619,"DTXSID4029064","89740-11-4","Nonanoic acid, 4-sulfophenyl ester, sodium salt"
10620,"DTXSID6094190","25767-39-9","2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethenylbenzene and 2-propenoic acid"
10621,"DTXSID2095029","58228-05-0","Isocyanic acid, polymethylenepolyphenylene ester, polymer with 2-methyloxirane polymer with oxirane ether with 1,2,3-propanetriol (3:1)"
10622,"DTXSID2042305","32171-27-0","Ethoxylated styrenated phenol"
10623,"DTXSID90104324","72245-11-5","Glycerides, coco mono- and di-, ethoxylated propoxylated"
10624,"DTXSID3027299","693-36-7","Distearyl thiodipropionate"
10625,"DTXSID501013057","30394-81-1","2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide and 2-propenamide"
10626,"DTXSID7070507","67584-55-8","2-(Methyl((nonafluorobutyl)sulphonyl)amino)ethyl acrylate"
10627,"DTXSID6027428","1709-70-2","Ionox 330"
10628,"DTXSID20105607","96873-84-6","Fatty acids, C8-18 and C18-unsatd., ethoxylated propoxylated"
10629,"DTXSID8029490","68815-56-5","Poly(oxy-1,2-ethanediyl), .alpha.-(3-carboxy-1-oxosulfopropyl)-.omega.-hydroxy-, C10-16-alkyl ethers, disodium salts"
10630,"DTXSID4051241","68917-35-1","Thuja plicata donn ex. D. don leaf oil"
10631,"DTXSID30108341","915152-15-7","Isocyanic acid, polymethylenepolyphenylene ester, polymer with 1,3-diisocyanatomethylbenzene, hydrazine and 2-methyloxirane polymer with oxirane ether with 1,2,3-propanetriol (3:1)"
10632,"DTXSID30106448","136504-96-6","1,3-Propanediamine, N1,N1'-1,2-ethanediylbis-, polymer with 2,4,6-trichloro-1,3,5-triazine, reaction products with N-butyl-2,2,6,6-tetramethyl-4-piperidinamine"
10633,"DTXSID3063754","5280-68-2","N-(4-Chloro-2,5-dimethoxyphenyl)-3-hydroxy-4-((2-methoxy-5-((phenylamino)carbonyl)phenyl)azo)naphthalene-2-carboxamide"
10634,"DTXSID6072502","72102-84-2","5-((2,3-Dihydro-6-methyl-2-oxo-1H-benzimidazol-5-yl)azo)barbituric acid"
10635,"DTXSID8096241","67989-22-4","C.I. Basic Violet 1, molybdatephosphate"
10636,"DTXSID20978934","63022-06-0","9-[2-(Ethoxycarbonyl)phenyl]-N-ethyl-3-(ethylimino)-2,7-dimethyl-3H-xanthen-6-aminium"
10637,"DTXSID70862915","2387-03-3","1,1'-(Hydrazinediylidenedimethanylylidene)di(naphthalen-2-ol)"
10638,"DTXSID60905466","100402-78-6","3-(Trimethoxysilyl)propyl 2-methylprop-2-enoate--silanedione (1/1)"
10639,"DTXSID10865783","35636-63-6","1,4-Benzenedicarboxylic acid, 2-[2-[1-[[(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)amino]carbonyl]-2-oxopropyl]diazenyl]-, 1,4-dimethyl ester"
10640,"DTXSID0029260","3699-54-5","Hydroxyethyl imidazolidinone"
10641,"DTXSID4040715","48145-04-6","2-Phenoxyethyl acrylate"
10642,"DTXSID1051987","3076-04-8","Tridecyl acrylate"
10643,"DTXSID1041423","2235-00-9","N-Vinylcaprolactam"
10644,"DTXSID5044786","119313-12-1","2-Benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one"
10645,"DTXSID7022178","2156-97-0","Lauryl acrylate"
10646,"DTXSID9074359","27871-49-4","Propanoic acid, 2-hydroxy-, methyl ester, (2S)-"
10647,"DTXSID5052250","5888-33-5","Isobornyl acrylate"
10648,"DTXSID8044884","2399-48-6","Tetrahydrofurfuryl acrylate"
10649,"DTXSID40893231","13048-34-5","1,10-Decanediyl diacrylate"
10650,"DTXSID5074923","66492-51-1","(5-Ethyl-1,3-dioxan-5-yl)methyl 2-propenoate"
10651,"DTXSID401014907","35153-09-4","E)-Dodec-10-enyl acetate"
10652,"DTXSID0035291","35148-19-7","(E)-9-Dodecenyl acetate"
10653,"DTXSID1058266","54364-63-5","(E,E)-7,9-Dodecadienyl acetate"
10654,"DTXSID90896853","53880-51-6","(8E,10E)-Dodecadienyl acetate"
10655,"DTXSID30893861","86252-74-6","(2E,13Z)-2,13-Octadecadien-1-yl acetate"
10656,"DTXSID301014954","54364-62-4","(7Z,9E)-Dodeca-7,9-dienyl acetate"
10657,"DTXSID50700624","163041-94-9","Tetradeca-3,8,11-trienyl acetate, (3E,8Z,11Z)-"
10658,"DTXSID0041191","56683-54-6","(Z)-Hexadec-11-en-1-ol"
10659,"DTXSID2035774","58594-45-9","(Z)-13-Octadecenal"
10660,"DTXSID30860816","16676-96-3","5(Z)-Dodecenyl acetate"
10661,"DTXSID6035524","16974-11-1","(Z)-Dodec-9-enyl acetate"
10662,"DTXSID5041194","56219-04-6","(Z)-9-Hexadecenal"
10663,"DTXSID50894976","16725-53-4","(Z)-9-Tetradecenyl acetate"
10664,"DTXSID30274196","3790-71-4","(2Z,6E)-3,7,11-Trimethyldodeca-2,6,10-trien-1-ol"
10665,"DTXSID70889400","50767-79-8","9,11-Tetradecadien-1-ol, 1-acetate, (9Z,11E)-"
10666,"DTXSID4020589","72-56-0","p,p'-Ethyl-DDD"
10667,"DTXSID7022201","2905-69-3","Methyl 2,5-dichlorobenzoate"
10668,"DTXSID2042511","473-67-6","Verbenol"
10669,"DTXSID60865910","NOCAS_865910","CERAPP_39887"
10670,"DTXSID40201458","5331-37-3","2-(Butylthio)ethanol"
10671,"DTXSID0035790","67233-85-6","Sodium 2-methoxy-5-nitrophenolate"
10672,"DTXSID00447077","72360-66-8","2-Propanol, 2-methoxy-"
10673,"DTXSID3047471","115-18-4","2-Methyl-3-buten-2-ol"
10674,"DTXSID50885627","35628-00-3","(4S)-2-Methyl-6-methylene-2,7-octadien-4-ol"
10675,"DTXSID10885628","35628-05-8","(S)2-Methyl-6-methylenoct-7-en-4-ol"
10676,"DTXSID20188859","35368-77-5","2-(2-Naphthyloxy)acetamide"
10677,"DTXSID2042195","120-23-0","2-Naphthoxyacetic acid"
10678,"DTXSID0039699","72962-43-7","Brassinolide"
10679,"DTXSID4047462","13466-78-9","3-Carene"
10680,"DTXSID60864286","10519-33-2","3-Decen-2-one"
10681,"DTXSID4052506","763-32-6","3-Methylbut-3-en-1-ol"
10682,"DTXSID0058273","1845-30-3","cis-Verbenol"
10683,"DTXSID3058454","6814-58-0","5-Chloro-3-methyl-4-nitro-1H-pyrazole"
10684,"DTXSID40860443","NOCAS_860443","2-Decyl-3-(5-methylhexyl)oxirane"
10685,"DTXSID7058175","74070-46-5","Aclonifen"
10686,"DTXSID3041584","101007-06-1","Acrinathrin"
10687,"DTXSID5058195","83130-01-2","Alanycarb"
10688,"DTXSID1058216","91315-15-0","Aldimorph"
10689,"DTXSID80106413","134595-54-3","Quaternary ammonium compounds, C14-18-alkylethyldimethyl"
10690,"DTXSID8047210","55634-91-8","Alloxydim"
10691,"DTXSID401018678","7784-24-9","Alum, potassium"
10692,"DTXSID7057945","120923-37-7","Amidosulfuron"
10693,"DTXSID0058063","348635-87-0","Amisulbrom"
10694,"DTXSID5058149","64249-01-0","Anilofos"
10695,"DTXSID9029067","90640-80-5","Anthracene oil"
10696,"DTXSID70189412","3586-60-5","Arsinetriyl tris(dimethyldithiocarbamate)"
10697,"DTXSID3041615","4658-28-0","Aziprotryne"
10698,"DTXSID2058091","41083-11-8","Azocyclotin"
10699,"DTXSID3041617","101-27-9","Barban"
10700,"DTXSID00107785","8029-31-0","Beer"
10701,"DTXSID7057941","113614-08-7","Beflubutamid"
10702,"DTXSID0058229","98243-83-5","Benalaxyl-M"
10703,"DTXSID2041620","3813-05-6","Benazolin"
10704,"DTXSID2041622","82560-54-1","Benfuracarb"
10705,"DTXSID8058160","68505-69-1","Benfuresate"
10706,"DTXSID7041623","15310-01-7","Benodanil"
10707,"DTXSID3029572","98730-04-2","2,2-Dichloro-1-(3-methyl-2,3-dihydro-4H-1,4-benzoxazin-4-yl)ethanone"
10708,"DTXSID6058001","17606-31-4","Bensultap"
10709,"DTXSID30183153","28956-64-1","1-(1,3-Benzothiazol-2-yl)-3-isopropylurea"
10710,"DTXSID7058096","413615-35-7","Benthiavalicarb"
10711,"DTXSID3057987","156963-66-5","Benzobicyclon"
10712,"DTXSID8057930","1072957-71-1","Benzovindiflupyr"
10713,"DTXSID8041660","29104-30-1","Benzoximate"
10714,"DTXSID60892185","22212-56-2","Benzoylprop"
10715,"DTXSID8041662","1929-88-0","Benzthiazuron"
10716,"DTXSID5058064","352010-68-5","Bicyclopyrone"
10717,"DTXSID1040320","42576-02-3","Bifenox"
10718,"DTXSID9040269","485-31-4","Binapacryl"
10719,"DTXSID0043977","125401-75-4","Bispyribac"
10720,"DTXSID6058134","581809-46-3","Bixafen"
10721,"DTXSID6041680","1715-40-8","Bromociclen"
10722,"DTXSID1041681","13181-17-4","Bromofenoxim"
10723,"DTXSID1041683","2104-96-3","Bromofos"
10724,"DTXSID6041684","4824-78-6","Bromophos-ethyl"
10725,"DTXSID5058068","36335-67-8","Butamiphos"
10726,"DTXSID5058062","34681-10-2","Butocarboxim"
10727,"DTXSID0041698","34681-23-7","Butoxycarboxim"
10728,"DTXSID7057949","125306-83-4","Cafenstrole"
10729,"DTXSID0058271","1305-99-3","Tricalcium diphosphide"
10730,"DTXSID4020242","2425-06-1","Captafol"
10731,"DTXSID4044165","15263-53-3","Cartap"
10732,"DTXSID60213194","63755-05-5","4-Chloro-3-methyl-2(3H)-benzothiazolone"
10733,"DTXSID6058055","32861-85-1","Chlomethoxyfen"
10734,"DTXSID1041766","103-17-3","Chlorbenside"
10735,"DTXSID6040290","13360-45-7","Chlorbromuron"
10736,"DTXSID6041769","1967-16-4","Chlorbufam"
10737,"DTXSID0058190","81051-65-2","Karetazan"
10738,"DTXSID2032344","54593-83-8","Chlorethoxyfos"
10739,"DTXSID40866763","59604-11-4","Chlorfenprop"
10740,"DTXSID5020310","80-33-1","Chlorfenson"
10741,"DTXSID20244020","99283-00-8","Chlorimuron"
10742,"DTXSID1037511","24934-91-6","Chlormephos"
10743,"DTXSID4048064","7003-89-6","Chlormequat"
10744,"DTXSID5041778","5836-10-2","Chloropropylate"
10745,"DTXSID7040287","1982-47-4","Chloroxuron"
10746,"DTXSID0041779","115-78-6","Chlorphonium chloride"
10747,"DTXSID4041783","1918-13-4","Chlorthiamid"
10748,"DTXSID4041785","60238-56-4","Chlorthiophos"
10749,"DTXSID5058197","84332-86-5","Chlozolinate"
10750,"DTXSID4057976","143807-66-3","Chromafenozide"
10751,"DTXSID1036753","142891-20-1","Cinidon-ethyl"
10752,"DTXSID5058220","94593-91-6","Cinosulfuron"
10753,"DTXSID9042332","114420-56-3","Clodinafop"
10754,"DTXSID5043978","129025-54-3","Clofencet"
10755,"DTXSID0058198","84496-56-0","Clomeprop"
10756,"DTXSID3041798","117-52-2","Coumafuryl"
10757,"DTXSID5027934","27576-86-9","(1-Methyl-1-phenylethyl)phenol"
10758,"DTXSID9034492","120116-88-3","Cyazofamid"
10759,"DTXSID10893627","1031756-98-5","Cyclaniliprole"
10760,"DTXSID0057918","101205-02-1","Cycloxydim"
10761,"DTXSID8041824","2163-69-1","Cycluron"
10762,"DTXSID7058127","560121-52-0","Cyenopyrafen"
10763,"DTXSID8058089","400882-07-7","Cyflumetofen"
10764,"DTXSID1032357","13121-70-5","Cyhexatin"
10765,"DTXSID40867831","69581-33-5","N-(3-Chlorophenyl)-N-(2-oxooxolan-3-yl)cyclopropanecarboxamide"
10766,"DTXSID9058022","221667-31-8","Cyprosulfamide"
10767,"DTXSID5037521","919-86-8","Demeton-S-methyl"
10768,"DTXSID6041842","1014-69-3","Desmetryn"
10769,"DTXSID0037522","10311-84-9","Dialifor"
10770,"DTXSID7020425","117-80-6","Dichlone"
10771,"DTXSID2058178","75736-33-3","Diclobutrazol"
10772,"DTXSID5041859","40843-25-2","Diclofop"
10773,"DTXSID5037527","87130-20-9","Diethofencarb"
10774,"DTXSID9041863","14214-32-5","Difenoxuron"
10775,"DTXSID6043965","49866-87-7","Difenzoquat"
10776,"DTXSID0047454","18467-77-1","Diprogulic acid"
10777,"DTXSID8041870","115-26-4","Dimefox"
10778,"DTXSID6058059","34205-21-5","Dimefuron"
10779,"DTXSID5058141","61432-55-1","Dimepiperate"
10780,"DTXSID3058111","50563-36-5","Dimethachlor"
10781,"DTXSID9058026","2274-67-1","Dimethylvinphos"
10782,"DTXSID4057978","1468-37-7","Dimexano"
10783,"DTXSID3057981","149961-52-4","Dimoxystrobin"
10784,"DTXSID2034548","83657-18-5","Diniconazole-M"
10785,"DTXSID9040265","29091-05-2","Dinitramine"
10786,"DTXSID4040268","973-21-7","Dinobuton"
10787,"DTXSID7041883","1420-07-1","Dinoterb"
10788,"DTXSID2041886","6988-21-2","Dioxacarb"
10789,"DTXSID3041902","5131-24-8","Ditalimfos"
10790,"DTXSID7047641","112-66-3","Dodecyl acetate"
10791,"DTXSID5041019","1593-77-7","Dodemorph"
10792,"DTXSID3041908","5707-69-7","Drazoxolon"
10793,"DTXSID7035301","53120-26-6","(3E,13Z)-Octadecadien-1-yl acetate"
10794,"DTXSID7041910","17109-49-8","Edifenphos"
10795,"DTXSID3035052","119791-41-2","Emamectin"
10796,"DTXSID2058201","85785-20-2","Esprocarb"
10797,"DTXSID1073494","37894-46-5","2,5,7,10-Tetraoxa-6-silaundecane, 6-(2-chloroethyl)-6-(2-methoxyethoxy)-"
10798,"DTXSID2041913","60207-93-4","Etaconazole"
10799,"DTXSID2057994","162650-77-3","Ethaboxam"
10800,"DTXSID90869542","111353-84-5","Ethametsulfuron"
10801,"DTXSID8035005","30043-49-3","Ethidimuron"
10802,"DTXSID3037545","29973-13-5","Ethiofencarb"
10803,"DTXSID6058003","181587-01-9","Ethiprole"
10804,"DTXSID6041927","23947-60-6","Ethirimol"
10805,"DTXSID1041928","116-01-8","Ethoate-methyl"
10806,"DTXSID9020582","91-53-2","Ethoxyquin"
10807,"DTXSID50181939","27512-72-7","Ethyl 5-chloro-1H-indazole-3-acetate"
10808,"DTXSID10859783","NOCAS_859783","Ethyl deca-2,4-dienoate"
10809,"DTXSID7041964","38260-54-7","Etrimfos"
10810,"DTXSID6040371","140-56-7","Fenaminosulf"
10811,"DTXSID2041969","14255-88-0","Fenazaflor"
10812,"DTXSID6041268","103112-35-2","Fenchlorazole-ethyl"
10813,"DTXSID90190843","3740-92-9","4,6-Dichloro-2-phenylpyrimidine"
10814,"DTXSID8058035","24691-80-3","Fenfuram"
10815,"DTXSID4058077","3766-81-2","Fenobucarb"
10816,"DTXSID5058145","62850-32-2","Fenothiocarb"
10817,"DTXSID5058224","95617-09-7","Fenoxaprop"
10818,"DTXSID2057940","113158-40-0","Fenoxaprop-P"
10819,"DTXSID0036633","74738-17-3","Fenpicionil"
10820,"DTXSID80895118","517875-34-2","Fenpicoxamid"
10821,"DTXSID9058157","67306-00-7","Fenpropidin"
10822,"DTXSID2074742","473798-59-3","Fenpyrazamine"
10823,"DTXSID4058158","68254-10-4","Fenridazon"
10824,"DTXSID6041973","80-38-6","Fenson"
10825,"DTXSID6021408","900-95-8","Triphenyltin acetate"
10826,"DTXSID1021409","76-87-9","Triphenyltin hydroxide"
10827,"DTXSID8057988","158237-07-1","Fentrazamide"
10828,"DTXSID7037551","101-42-8","Fenuron"
10829,"DTXSID1058137","58667-63-3","Flamprop"
10830,"DTXSID6058213","90134-59-1","Flamprop-m"
10831,"DTXSID00894941","1390661-72-9","Florpyrauxifen benzyl"
10832,"DTXSID4058027","229977-93-9","Fluacrypyrim"
10833,"DTXSID3058163","69335-91-7","Fluazifop"
10834,"DTXSID0058194","83066-88-0","Fluazifop-P"
10835,"DTXSID7057999","174514-07-9","Fluazolate"
10836,"DTXSID4058079","37893-02-0","Flubenzimine"
10837,"DTXSID3034614","181274-17-9","Flucarbazone-sodium"
10838,"DTXSID0034356","113036-88-7","Flucycloxuron"
10839,"DTXSID7057993","162320-67-4","Diflovidazin"
10840,"DTXSID5045623","42835-25-6","Flumequine"
10841,"DTXSID7032553","62924-70-3","Flumetralin"
10842,"DTXSID9058151","658066-35-4","Fluopyram"
10843,"DTXSID7037553","15457-05-3","Fluorodifen"
10844,"DTXSID00868440","77501-60-1","({5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoyl}oxy)acetic acid"
10845,"DTXSID7057943","119126-15-7","Flupoxam"
10846,"DTXSID10872811","951659-40-8","Flupyradifurone"
10847,"DTXSID80162796","144740-53-4","Flupyrsulfuron-methyl [ISO]"
10848,"DTXSID5052468","72850-64-7","Flurazole"
10849,"DTXSID0075029","467-69-6","Flurenol"
10850,"DTXSID0041987","61213-25-0","Flurochloridone"
10851,"DTXSID2034627","69377-81-7","Fluroxypyr"
10852,"DTXSID5058228","96525-23-4","Flurtamone"
10853,"DTXSID9057929","106917-52-6","Flusulfamide"
10854,"DTXSID0058225","958647-10-4","Flutianil"
10855,"DTXSID7024112","72178-02-0","Fomesafen"
10856,"DTXSID9041990","22259-30-9","Formetanate"
10857,"DTXSID4041991","2540-82-1","Formothion"
10858,"DTXSID5043976","59682-52-9","Fosamine"
10859,"DTXSID0034930","98886-44-3","Fosthiazate"
10860,"DTXSID4041993","21548-32-3","Fosthietan"
10861,"DTXSID4041995","3878-19-1","Fuberidazole"
10862,"DTXSID3057937","112839-33-5","Furconazole"
10863,"DTXSID2024119","60568-05-0","Furmecyclox"
10864,"DTXSID0043973","51276-47-2","Glufosinate"
10865,"DTXSID7042015","13516-27-3","Guanidine, N,N'''-(iminodi-8,1-octanediyl)bis-"
10866,"DTXSID50241446","943831-98-9","Halauxifen-methyl [ISO]"
10867,"DTXSID3057935","111872-58-3","Halfenprox"
10868,"DTXSID7042019","69806-34-4","Haloxyfop"
10869,"DTXSID90904725","95977-29-0","Haloxyfop-P"
10870,"DTXSID5042037","23560-59-0","Heptenophos"
10871,"DTXSID80891695","27154-44-5","Hexachlorocyclohexane"
10872,"DTXSID3032622","10004-44-1","Hymexazol"
10873,"DTXSID2057946","122548-33-8","Imazosulfuron"
10874,"DTXSID7058204","86598-92-7","Imibenconazole"
10875,"DTXSID9057971","140163-89-9","Imicyafos"
10876,"DTXSID1057957","133220-30-1","Indanofan"
10877,"DTXSID8040278","18181-70-9","Iodenphos"
10878,"DTXSID1043968","185119-76-0","Iodosulfuron-methyl"
10879,"DTXSID7058040","26087-47-8","Iprobenfos"
10880,"DTXSID0047662","140923-17-7","Iprovalicarb"
10881,"DTXSID70184967","30979-48-7","N-Isobutyl-2-oxo-1-imidazolidinecarboxamide"
10882,"DTXSID7042063","24353-61-5","Isocarbophos"
10883,"DTXSID50893848","875915-78-9","Isofetamid"
10884,"DTXSID2020765","119-38-0","Isolane"
10885,"DTXSID6042072","2631-40-5","Isoprocarb"
10886,"DTXSID8058110","50512-35-1","Isoprothiolane"
10887,"DTXSID7058208","881685-58-1","Isopyrazam"
10888,"DTXSID4058025","224049-04-1","Isotianil"
10889,"DTXSID1042079","55861-78-4","Isouron"
10890,"DTXSID7040360","163520-33-0","4,5-dihydro-5,5-diphenyl-1,2-oxazole-3-carboxylic acid, ethyl ester"
10891,"DTXSID4037665","6894-38-8","Jasmonic acid"
10892,"DTXSID0042084","4849-32-5","Karbutilate"
10893,"DTXSID1040374","6980-18-3","Kasugamycin"
10894,"DTXSID7058098","4234-79-1","Kelevan"
10895,"DTXSID3032624","42588-37-4","Kinoprene"
10896,"DTXSID7024160","77501-63-4","Lactofen"
10897,"DTXSID2093823","9008-22-4","Laminaran"
10898,"DTXSID9042093","2164-08-1","Lenacil"
10899,"DTXSID9058236","171249-05-1","Lepimectin"
10900,"DTXSID90202293","53988-93-5","Mancopper"
10901,"DTXSID20894968","173662-97-0","Mandestrobin"
10902,"DTXSID301018382","90131-43-4","Extract of Tagetes erecta"
10903,"DTXSID0042117","2595-54-2","Mecarbam"
10904,"DTXSID7058173","73250-68-7","Mefenacet"
10905,"DTXSID10869847","135591-00-3","1-(2,4-Dichlorophenyl)-5-methyl-4,5-dihydro-1H-pyrazole-3,5-dicarboxylic acid"
10906,"DTXSID40894945","1417782-03-6","Mefentrifluconazole"
10907,"DTXSID4042121","110235-47-7","Mepanipyrim"
10908,"DTXSID0058221","950-10-7","Mephosfolan"
10909,"DTXSID1037565","55814-41-0","Mepronil"
10910,"DTXSID90274056","131-72-6","Meptyldinocap"
10911,"DTXSID6044351","10112-91-1","Mercury chloride (Hg2Cl2)"
10912,"DTXSID8058087","400852-66-6","Mesosulfuron"
10913,"DTXSID3058038","256412-89-2","Metamifop"
10914,"DTXSID7047568","41394-05-2","Metamitron"
10915,"DTXSID0058144","62610-77-9","Methacrifos"
10916,"DTXSID1040293","20354-26-1","Methazole"
10917,"DTXSID8042137","28730-17-8","Methfuroxam"
10918,"DTXSID2040286","841-06-5","Methoprotryne"
10919,"DTXSID60193689","40709-04-4","Methyl (E)-non-6-enoate"
10920,"DTXSID30953257","3117-51-9","2-(Naphthalen-1-yl)propanoic acid"
10921,"DTXSID6042157","3060-89-7","Metobromuron"
10922,"DTXSID8057938","1129-41-5","Metolcarb"
10923,"DTXSID1057959","133408-50-1","Metominostrobin"
10924,"DTXSID1042158","19937-59-8","Metoxuron"
10925,"DTXSID50175732","21452-18-6","2,4-Dimethyl-N-phenyl-5-thiazolecarboxamide"
